Test Sponsor$System Name$Auto  Parallel$Processor # Enabled  Cores$Processor # Enabled  Chips$Processor # Cores/  Chip$Processor # Threads/  Core$Results # Base$Results # Peak$Publish_Date$CPU_Name$CPU_Frequency$Primary_Cache$Secondary_Cache$Tertiary_Cache$Memory
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2609 v2, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$65.7$67.6$Jun-2010$Intel Xeon E5630$2533$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3650 M4 BD (Intel Xeon E5-2695 v2, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$2$12$2$93.1$97.6$May-2010$Intel Xeon E5640$2667$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R-ECC, CL9)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2637 v2, 3.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$94.2$97.6$May-2011$Intel Xeon E5645$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2637 v2, 3.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$94.0$97.5$Apr-2011$Intel Xeon E5649$2533$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC)
IBM Corporation$IBM System x3250 M5 (Intel Xeon E3-1270 v3, 3.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$75.6$76.7$Jun-2010$Intel Xeon L5609$1867$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3530 M4 (Intel Xeon E5-2470 v2, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$83.8$87.2$May-2010$Intel Xeon L5630$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R-ECC, CL9)
IBM Corporation$IBM System x3630 M4 (Intel Xeon E5-2470 v2, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$83.4$87.1$May-2010$Intel Xeon L5640$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R-ECC, CL9)
IBM Corporation$IBM System x iDataPlex dx360 M4 (Intel Xeon E5-2670 v2, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$90.2$95.3$Jul-2010$Intel Xeon X5550$2667$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (6 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2650 v2, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$92.0$96.2$Jul-2010$Intel Xeon X5560$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (6 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2667 v2, 3.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$105$110$Jul-2010$Intel Xeon X5570$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (6 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2680 v2, 2.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$95.5$100$Apr-2011$Intel Xeon X5647$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC, running at 1067 MHz)
IBM Corporation$IBM System x3250 M5 (Intel Xeon E3-1240 v3, 3.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$74.3$75.3$May-2010$Intel Xeon X5650$2667$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R-ECC, CL9)
IBM Corporation$IBM NeXtScale nx360 M4 (Intel Xeon E5-2650 v2, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$89.7$94.0$Jun-2010$Intel Xeon X5660$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM NeXtScale nx360 M4 (Intel Xeon E5-2680 v2, 2.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$94.3$98.8$May-2010$Intel Xeon X5667$3067$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2630 v2, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$82.5$85.5$May-2010$Intel Xeon X5670$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R CL9, 2 Rank)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2660 v2, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$81.0$85.1$Mar-2011$Intel Xeon X5672$3200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC)
IBM Corporation$IBM System x3530 M4 (Intel Xeon E5-2450L v2, 1.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$62.8$65.2$Mar-2011$Intel Xeon X5675$3067$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC)
IBM Corporation$IBM System x3530 M4 (Intel Xeon E5-2450 v2, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$84.2$87.8$Mar-2010$Intel Xeon X5677$3467$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R-ECC)
IBM Corporation$IBM System x3630 M4 (Intel Xeon E5-2450L v2, 1.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$62.8$65.3$Feb-2010$Intel Xeon X5680$3333$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R-ECC)
IBM Corporation$IBM System x3630 M4 (Intel Xeon E5-2450 v2, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$84.0$87.6$Mar-2011$Intel Xeon X5687$3600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC)
IBM Corporation$IBM System x3250 M5 (Intel Xeon E3-1230 v3, 3.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$73.0$74.2$Mar-2011$Intel Xeon X5690$3467$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-10600R-9, ECC)
IBM Corporation$IBM System x3250 M5 (Intel Core i3-4330, 3.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$62.8$63.7$Nov-2013$Intel Xeon E5-2603 v2$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1333 MHz)
IBM Corporation$IBM NeXtScale nx360 M4 (Intel Xeon E5-2620 v2, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$70.8$73.7$May-2012$Intel Xeon E5-2603$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1066 MHz)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2603 v2, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$50.3$51.7$Nov-2013$Intel Xeon E5-2609 v2$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1333 MHz)
IBM Corporation$IBM System x3500 M4 (Intel Xeon E5-2609 v2, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$65.6$67.6$Mar-2012$Intel Xeon E5-2609$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1066 MHz)
IBM Corporation$IBM System x3530 M4 (Intel Xeon E5-2430 v2, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$76.0$78.7$Dec-2013$Intel Xeon E5-2620 v2$2100$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1600 MHz)
IBM Corporation$IBM System x3530 M4 (Intel Xeon E5-2440 v2, 1.90 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$67.8$70.3$Mar-2012$Intel Xeon E5-2620$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
IBM Corporation$IBM System x3630 M4 (Intel Xeon E5-2430 v2, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$75.7$78.4$Aug-2014$Intel Xeon E5-2628L v2$1900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1600 MHz)
IBM Corporation$IBM System x3630 M4 (Intel Xeon E5-2440 v2, 1.90 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$67.7$70.3$Oct-2013$Intel Xeon E5-2630 v2$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1600 MHz)
IBM Corporation$IBM System x3250 M5 (Intel Pentium G3220, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$51.3$51.8$Apr-2012$Intel Xeon E5-2630$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
IBM Corporation$IBM NeXtScale nx360 M4 (Intel Xeon E5-2667 v2, 3.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$101$105$Aug-2014$Intel Xeon E5-2630L v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1600 MHz)
IBM Corporation$IBM NeXtScale nx360 M4 (Intel Xeon E5-2695 v2, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$2$12$1$86.6$91.0$Apr-2012$Intel Xeon E5-2630L$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
IBM Corporation$IBM System x3530 M4 (Intel Xeon E5-2430L v2, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$71.6$74.2$Jan-2014$Intel Xeon E5-2637 v2$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM System x3630 M4 (Intel Xeon E5-2430L v2, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$72.2$74.8$May-2012$Intel Xeon E5-2637$3000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$5 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM NeXtScale nx360 M4 (Intel Xeon E5-2630 v2, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$80.9$84.1$Jul-2014$Intel Xeon E5-2640 v2$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1600 MHz)
IBM Corporation$IBM System x3100 M5 (Intel Xeon E3-1281 v3, 3.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$2$77.0$78.4$Apr-2012$Intel Xeon E5-2640$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
IBM Corporation$IBM System x iDataPlex dx360 M4 (Intel Xeon E5-2630 v2, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$83.7$86.8$Jun-2014$Intel Xeon E5-2643 v2$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM System x3630 M4 (Intel Xeon E5-2407 v2, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$61.3$63.0$May-2012$Intel Xeon E5-2643$3300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3530 M4 (Intel Xeon E5-2407 v2, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$61.3$63.1$Jul-2014$Intel Xeon E5-2648L v2$1900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2690 v2, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$103$108$Nov-2012$Intel Xeon E5-2648L$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3650 M4 BD (Intel Xeon E5-2630 v2, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$83.7$86.7$Oct-2013$Intel Xeon E5-2650 v2$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM System x iDataPlex dx360 M4 (Intel Xeon E5-2650 v2, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$95.5$99.8$Mar-2012$Intel Xeon E5-2650$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3530 M4 (Intel Xeon E5-2403 v2, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$49.4$50.7$Aug-2014$Intel Xeon E5-2650L v2$1700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1600 MHz)
IBM Corporation$IBM System x3630 M4 (Intel Xeon E5-2403 v2, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$49.3$50.6$Apr-2012$Intel Xeon E5-2650L$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x iDataPlex dx360 M4 (Intel Xeon E5-2667 v2, 3.30 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$109$114$Nov-2012$Intel Xeon E5-2658$2100$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2643 v2, 3.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$102$106$Nov-2013$Intel Xeon E5-2660 v2$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM System x3650 M4 BD (Intel Xeon E5-2650 v2, 2.60 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$95.6$100$Apr-2012$Intel Xeon E5-2660$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3530 M4 (Intel Xeon E5-2420 v2, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$70.6$73.1$Apr-2012$Intel Xeon E5-2665$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3630 M4 (Intel Xeon E5-2420 v2, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$71.1$73.6$Nov-2013$Intel Xeon E5-2667 v2$3300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM System x iDataPlex dx360 M4 (Intel Xeon E5-2660 v2, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$88.6$92.9$Apr-2012$Intel Xeon E5-2667$2900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3530 M4 (Intel Xeon E5-2418L v2, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$57.1$58.6$Jun-2014$Intel Xeon E5-2670 v2$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM System x3630 M4 (Intel Xeon E5-2418L v2, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$56.8$58.4$Apr-2012$Intel Xeon E5-2670$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2680 v2, 2.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$101$106$Jun-2014$Intel Xeon E5-2680 v2$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM System x3650 M4 BD (Intel Xeon E5-2609 v2, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$64.7$66.7$Apr-2012$Intel Xeon E5-2680$2700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
IBM Corporation$IBM System x iDataPlex dx360 M4 (Intel Xeon E5-2609 v2, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$64.7$66.7$May-2014$Intel Xeon E5-2690 v2$3000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM System x3530 M4 (Intel Xeon E5-2428L v2, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$64.7$67.6$Mar-2012$Intel Xeon E5-2690$2900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx8 PC3-12800R-11, ECC)
IBM Corporation$IBM System x3630 M4 (Intel Xeon E5-2428L v2, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$64.6$67.5$Jun-2014$Intel Xeon E5-2695 v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$30 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2695 v2, 2.40 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$2$12$2$92.6$97.0$Aug-2014$Intel Xeon E5-2697 v2$2700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$30 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM System x3650 M4 BD (Intel Xeon E5-2660 v2, 2.20 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$88.6$92.7$Jul-2014$Intel Xeon E5-2603 v2$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1333 MHz)
IBM Corporation$IBM System x3250 M5 (Intel Xeon E3-1281 v3, 3.70 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$2$77.0$78.5$Jun-2014$Intel Xeon E5-2609 v2$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1333 MHz)
IBM Corporation$IBM System x iDataPlex dx360 M4 (Intel Xeon E5-2603 v2, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$50.8$52.2$Aug-2014$Intel Xeon E5-2620 v2$2100$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1600 MHz)
IBM Corporation$IBM System x3650 M4 BD (Intel Xeon E5-2603 v2, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$50.9$52.3$May-2014$Intel Xeon E5-2630 v2$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1600 MHz)
IBM Corporation$IBM System x3530 M4 (Intel Xeon E5-2448L v2, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$68.2$71.4$Aug-2014$Intel Xeon E5-2630L v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1600 MHz)
IBM Corporation$IBM System x3630 M4 (Intel Xeon E5-2448L v2, 1.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$68.2$71.4$Aug-2014$Intel Xeon E5-2640 v2$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1600 MHz)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2670 v2, 2.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$95.6$99.7$May-2014$Intel Xeon E5-2650 v2$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM System x3550 M4 (Intel Xeon E5-2690 v2, 3.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$103$107$Aug-2014$Intel Xeon E5-2650L v2$1700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1600 MHz)
IBM Corporation$IBM System x3650 M4 (Intel Xeon E5-2640 v2, 2.00 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$75.6$78.6$Jun-2014$Intel Xeon E5-2660 v2$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
IBM Corporation$IBM System x3650 M4 BD (Intel Xeon E5-2680 v2, 2.80 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$2$101$106$Aug-2014$Intel Xeon E5-2670 v2$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
